carrier,0
nuclear,546410744.8862295
solar-hsat,477381773.36756974
coal,410894938.541663
onwind,407763336.8454957
lignite,292239991.8462413
ror,119759761.24315375
CCGT,99818879.94872755
biomass,57141296.25685321
solar,14640002.04915036
geothermal,516548.07268767443
offwind-ac,734.4617750413474
offwind-dc,655.4104216525047
offwind-float,409.7798369105194
oil,57.90786228355192
OCGT,25.455942760358198
