name,bus0,bus1,type,x,r,g,b,s_nom,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_nom_set,s_max_pu,capital_cost,active,build_year,lifetime,length,carrier,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,v_nom,i_nom,dc,overnight_cost
32,DE0 0,DE0 4,Al/St 240/40 4-bundle 380.0,19.275505960249287,2.3506714585669863,0.0,0.003266175116255418,5265.43,0.0,True,5265.43,25265.43,,0.7,10230.107411829023,True,2037,inf,242.96325268188284,AC,1.0,3.100772570276552,-inf,inf,0,0.00013348688338122775,1.62788882172229e-05,0.0,0.0,0.00013348688338122775,1.62788882172229e-05,5265.438870697848,380.0,2.58,,107424.11268932142
33,DE0 0,DE0 5,Al/St 240/40 4-bundle 380.0,6.305962584343961,0.7690198273590195,0.0,0.004000808298398957,10188.615670443165,0.0,True,10188.615670443167,30188.615670443163,,0.7,6476.756303914634,True,0,inf,153.80396547180396,AC,1.0,6.000000000000002,-inf,inf,0,4.367010099961192e-05,5.325622073123404e-06,0.0,0.0,4.367010099961192e-05,5.325622073123404e-06,10188.621931618089,380.0,2.58,0.0,68003.10061925506
34,DE0 0,DE0 5,Al/St 240/40 4-bundle 380.0,12.202047924685195,1.488054624961609,0.0,0.002067599438435048,5265.43,0.0,True,5265.43,25265.43,,0.7,6477.4386562773225,True,2037,inf,153.80396547180396,AC,1.0,3.100772570276552,-inf,inf,0,8.450171692995287e-05,1.0305087430482056e-05,0.0,0.0,8.450171692995287e-05,1.0305087430482056e-05,5265.43207818625,380.0,2.58,,68003.10061925506
35,DE0 0,DE0 7,Al/St 240/40 4-bundle 380.0,24.52059801703692,2.9903168313459663,0.0,0.0017285617596242816,3396.205223481055,0.0,True,3396.2052234810553,23396.205223481054,,0.7,8395.005981794422,True,0,inf,199.35445542306445,AC,1.0,2.0000000000000004,-inf,inf,0,0.00016981023557504792,2.0708565314030236e-05,0.0,0.0,0.00016981023557504792,2.0708565314030236e-05,3396.2075205740903,380.0,2.58,0.0,88142.8580169913
36,DE0 0,DK0 0,Al/St 240/40 4-bundle 380.0,10.154203294954113,1.238317474994404,0.0,0.0031725792404865964,7149.905733644326,0.0,True,7149.9057336443275,27149.905733644326,,0.7,7319.868505779355,True,0,inf,173.79894385886377,AC,1.0,4.210526315789474,-inf,inf,0,7.031996741657974e-05,8.575605782509723e-06,0.0,0.0,7.031996741657974e-05,8.575605782509723e-06,11440.45251170134,380.0,2.58,0.0,76843.70835627943
37,DE0 0,DK0 0,Al/St 240/40 4-bundle 380.0,21.377240029086106,2.606980491351964,0.0,0.0015069772586835302,3396.21,0.0,True,3396.21,23396.21,,0.7,7318.933549862401,True,2020,inf,173.79894385886377,AC,1.0,2.000002812856486,-inf,inf,0,0.00014804182845627498,1.8053881519057922e-05,0.0,0.0,0.00014804182845627498,1.8053881519057922e-05,5124.495311767232,380.0,2.58,,76843.70835627943
38,DE0 0,DK0 0,Al/St 240/40 4-bundle 380.0,21.377240029086106,2.606980491351964,0.0,0.0015069772586835302,3396.21,0.0,True,3396.21,23396.21,,0.7,7319.352747655082,True,2023,inf,173.79894385886377,AC,1.0,2.000002812856486,-inf,inf,0,0.00014804182845627498,1.8053881519057922e-05,0.0,0.0,0.00014804182845627498,1.8053881519057922e-05,5124.495311447269,380.0,2.58,,76843.70835627943
39,DE0 1,DE0 11,Al/St 240/40 4-bundle 380.0,3.562462085892794,0.4344465958405846,0.0,0.005603582972096701,16042.600989864457,0.0,True,16042.600989864459,36042.600989864455,,0.7,5759.586733608566,True,0,inf,136.81256833927185,AC,1.0,9.447368421052634,-inf,inf,0,2.467079006850965e-05,3.008632935184104e-06,0.0,0.0,2.467079006850965e-05,3.008632935184104e-06,16042.76652217591,380.0,2.58,0.0,60490.50050312133
4,AT0 1,CH0 1,Al/St 240/40 4-bundle 380.0,22.07796811936183,2.6924351365075405,0.0,0.0025878429233396863,4379.31726185715,0.0,True,4379.31726185715,24379.317261857148,,0.7,9746.782666400102,True,0,inf,231.45495033135,AC,1.0,2.578947368421053,-inf,inf,0,0.00015289451606206254,1.8645672690495435e-05,0.0,0.0,0.00015289451606206254,1.8645672690495435e-05,4379.320422134804,380.0,2.58,0.0,102335.81577643355
40,DE0 1,DE0 11,Al/St 240/40 4-bundle 380.0,10.85403429264055,1.3236627186147012,0.0,0.0018391826803775926,5265.43,0.0,True,5265.43,25265.43,,0.7,5761.255061804075,True,2028,inf,136.81256833927185,AC,1.0,3.100772570276552,-inf,inf,0,7.51664424698099e-05,9.166639325586573e-06,0.0,0.0,7.51664424698099e-05,9.166639325586573e-06,5265.434157287745,380.0,2.58,,60490.50050312133
41,DE0 1,DE0 13,Al/St 240/40 4-bundle 380.0,49.93407377168105,6.089521191668421,0.0,0.0008800165718227447,1698.1026117405274,0.0,True,1698.1026117405277,21698.102611740527,,0.7,8545.528325015572,True,0,inf,202.98403972228076,AC,1.0,1.0000000000000002,-inf,inf,0,0.00034580383498394076,4.2171199388285464e-05,0.0,0.0,0.00034580383498394076,4.2171199388285464e-05,1698.1045763494114,380.0,2.58,0.0,89747.64750046482
42,DE0 1,DE0 2,Al/St 240/40 4-bundle 380.0,7.138564785718474,0.8705566811851797,0.0,0.002314796264545386,7283.966466150157,0.0,True,7283.966466150159,27283.96646615016,,0.7,5242.152047358202,True,0,inf,124.47433248524942,AC,1.0,4.289473684210527,-inf,inf,0,4.9436044222427104e-05,6.028785880783793e-06,0.0,0.0,4.9436044222427104e-05,6.028785880783793e-06,7283.973017998265,380.0,2.58,0.0,55035.255629093655
43,DE0 1,FR0 0,Al/St 240/40 4-bundle 380.0,84.51825407749897,10.307104155792558,0.0,0.002682980573158226,2279.0324525991286,0.0,True,2279.032452599129,22279.032452599127,,0.7,19417.116038989006,True,0,inf,461.10729118019344,AC,1.0,1.342105263157895,-inf,inf,0,0.0005853064686807408,7.137883764399279e-05,0.0,0.0,0.0005853064686807408,7.137883764399279e-05,2279.03401225604,380.0,2.58,0.0,203874.62327261837
44,DE0 10,DE0 11,Al/St 240/40 4-bundle 380.0,4.384677381522534,0.5347167538442115,0.0,0.003344601037868094,11171.727708819259,0.0,True,11171.727708819262,31171.727708819257,,0.7,4936.6833381027745,True,0,inf,117.26244601846746,AC,1.0,6.578947368421054,-inf,inf,0,3.0364801811097883e-05,3.7030246111094976e-06,0.0,0.0,3.0364801811097883e-05,3.7030246111094976e-06,11171.739951964348,380.0,2.58,0.0,51846.582050029625
45,DE0 10,DE0 3,Al/St 240/40 4-bundle 380.0,8.193375102408606,0.9991920856595861,0.0,0.004040002291365779,8982.069077890685,0.0,True,8982.069077890686,28982.069077890686,,0.7,7418.547187682897,True,0,inf,176.17334141892707,AC,1.0,5.289473684210527,-inf,inf,0,5.674082480892386e-05,6.919612781576081e-06,0.0,0.0,5.674082480892386e-05,6.919612781576081e-06,8982.073093189667,380.0,2.58,0.0,77893.52781764239
46,DE0 10,FR0 0,Al/St 240/40 4-bundle 380.0,30.368979362638072,3.703534068614399,0.0,0.005978115438803872,5675.2376760801835,0.0,True,5675.237676080185,25675.237676080185,,0.7,17372.805085109358,True,0,inf,412.58669010002524,AC,1.0,3.3421052631578956,-inf,inf,0,0.00021031149143101158,2.5647742857440434e-05,0.0,0.0,0.00021031149143101158,2.5647742857440434e-05,5675.241055057707,380.0,2.58,0.0,182421.65678219128
47,DE0 10,LU0 0,Al/St 240/40 4-bundle 380.0,8.779043213738179,1.0706150260656317,0.0,0.0004667257009634307,2949.3361151282843,0.0,True,2949.3361151282847,22949.336115128284,,0.7,2609.6158710492123,True,0,inf,61.98297519327342,AC,1.0,1.736842105263158,-inf,inf,0,6.079669815608157e-05,7.414231482448973e-06,0.0,0.0,6.079669815608157e-05,7.414231482448973e-06,2949.3387939010013,380.0,2.58,0.0,27405.239428119177
48,DE0 10,LU0 1,Al/St 240/40 4-bundle 380.0,30.935151996220025,3.772579511734149,0.0,0.00018273606750286508,983.1120383760948,0.0,True,983.1120383760948,20983.112038376094,,0.7,3064.9002287538956,True,0,inf,72.80416601592219,AC,1.0,0.5789473684210527,-inf,inf,0,0.00021423235454446,2.6125896895665855e-05,0.0,0.0,0.00021423235454446,2.6125896895665855e-05,983.1127704540556,380.0,2.58,0.0,32189.73588811226
49,DE0 11,DE0 13,Al/St 240/40 4-bundle 380.0,6.850465620275069,0.8354226366189109,0.0,0.0033778383702581724,8982.069077890685,0.0,True,8982.069077890686,28982.069077890686,,0.7,6201.959117237901,True,0,inf,147.2982017196501,AC,1.0,5.289473684210527,-inf,inf,0,4.744089764733428e-05,5.785475322845644e-06,0.0,0.0,4.744089764733428e-05,5.785475322845644e-06,8982.074530382593,380.0,2.58,0.0,65126.633125808505
5,AT0 1,DE0 1,Al/St 240/40 4-bundle 380.0,212.72854462326325,25.94250544186137,0.0,0.00031415053088160676,491.5560191880474,0.0,True,491.5560191880474,20491.556019188047,,0.7,10541.04477766259,True,0,inf,250.32242093024132,AC,1.0,0.2894736842105263,-inf,inf,0,0.0014731893671971138,0.00017965723990208705,0.0,0.0,0.0014731893671971138,0.00017965723990208705,491.55692353218035,380.0,2.58,0.0,110677.9056414862
50,DE0 11,DE0 3,Al/St 240/40 4-bundle 380.0,9.609709426875671,1.1719157837653256,0.0,0.00450556290347786,8758.6345237143,0.0,True,8758.6345237143,28758.6345237143,,0.7,8483.432170498243,True,0,inf,201.48727510351216,AC,1.0,5.157894736842106,-inf,inf,0,6.654923425814176e-05,8.11576027538314e-06,0.0,0.0,6.654923425814176e-05,8.11576027538314e-06,8758.724176096906,380.0,2.58,0.0,89085.865896452
51,DE0 11,DE0 9,Al/St 240/40 4-bundle 380.0,26.271454489090033,3.2038359133036622,0.0,0.0018519871158117164,3396.205223481055,0.0,True,3396.2052234810553,23396.205223481054,,0.7,8992.87239247435,True,0,inf,213.5890608869109,AC,1.0,2.0000000000000004,-inf,inf,0,0.00018193528039536034,2.2187229316507355e-05,0.0,0.0,0.00018193528039536034,2.2187229316507355e-05,3396.208679872148,380.0,2.58,0.0,94436.56640522402
52,DE0 12,DE0 4,Al/St 240/40 4-bundle 380.0,11.045371096729605,1.3469964752109274,0.0,0.0031145416739674224,6792.41044696211,0.0,True,6792.410446962111,26792.41044696211,,0.7,7563.384507730198,True,0,inf,179.5995300281237,AC,1.0,4.000000000000001,-inf,inf,0,7.64914895895402e-05,9.328230437748804e-06,0.0,0.0,7.64914895895402e-05,9.328230437748804e-06,6792.41643354696,380.0,2.58,0.0,79408.38764597665
53,DE0 12,DE0 8,Al/St 240/40 4-bundle 380.0,3.8733299474121976,0.4723573106600242,0.0,0.006826189582379236,16981.026117405276,0.0,True,16981.02611740528,36981.02611740527,,0.7,6630.738762791383,True,0,inf,157.45243688667475,AC,1.0,10.000000000000002,-inf,inf,0,2.6823614594267298e-05,3.2711725114960124e-06,0.0,0.0,2.6823614594267298e-05,3.2711725114960124e-06,16981.037716562307,380.0,2.58,0.0,69616.24087848602
54,DE0 12,PL0 1,Al/St 240/40 4-bundle 380.0,27.66660830415355,3.37397662245775,0.0,0.0019503374713714437,3396.205223481055,0.0,True,3396.2052234810553,23396.205223481054,,0.7,9472.292934958794,True,0,inf,224.93177483051673,AC,1.0,2.0000000000000004,-inf,inf,0,0.00019159701041657583,2.3365489075192174e-05,0.0,0.0,0.00019159701041657583,2.3365489075192174e-05,3396.2061629274785,380.0,2.58,0.0,99451.64982804943
55,DE0 13,DE0 2,Al/St 240/40 4-bundle 380.0,16.557263273716238,2.0191784480141752,0.0,0.0028055772652310863,5265.43,0.0,True,5265.43,25265.43,,0.7,8786.183537452318,True,2037,inf,208.7004382031978,AC,1.0,3.100772570276552,-inf,inf,0,0.0001146624880451263,1.3983230249405645e-05,0.0,0.0,0.0001146624880451263,1.3983230249405645e-05,5265.437772566033,380.0,2.58,,92275.10392777534
56,DE0 13,DE0 6,Al/St 240/40 4-bundle 380.0,14.626038359130119,1.7836632145280633,0.0,0.0030633453350333395,5853.985319421292,0.0,True,5853.985319421292,25853.985319421292,,0.7,8630.616525456735,True,0,inf,204.96480798524237,AC,1.0,3.447368421052632,-inf,inf,0,0.0001012883542876047,1.235223832775667e-05,0.0,0.0,0.0001012883542876047,1.235223832775667e-05,5853.992162331065,380.0,2.58,0.0,90623.42715332624
57,DE0 13,DE0 6,Al/St 240/40 4-bundle 380.0,16.26089679962328,1.9830361950760094,0.0,0.0027553588790070875,5265.43,0.0,True,5265.43,25265.43,,0.7,8630.787190237874,True,2025,inf,204.96480798524237,AC,1.0,3.100772570276552,-inf,inf,0,0.0001126100886400504,1.3732937639030536e-05,0.0,0.0,0.0001126100886400504,1.3732937639030536e-05,5265.445974083097,380.0,2.58,,90623.42715332624
58,DE0 13,DE0 8,Al/St 240/40 4-bundle 380.0,4.255330114221144,0.5189426968562372,0.0,0.004799622524644544,13584.82089392422,0.0,True,13584.820893924221,33584.82089392422,,0.7,5827.708463149368,True,0,inf,138.38471916166327,AC,1.0,8.000000000000002,-inf,inf,0,2.9469045112334795e-05,3.593785989309122e-06,0.0,0.0,2.9469045112334795e-05,3.593785989309122e-06,13584.852058895904,380.0,2.58,0.0,61185.613468744625
59,DE0 13,DE0 9,Al/St 240/40 4-bundle 380.0,18.428374634454247,2.2473627602992985,0.0,0.00292296351181093,5094.3078352215825,0.0,True,5094.307835221583,25094.30783522158,,0.7,9464.888999804361,True,0,inf,224.7362760299299,AC,1.0,3.000000000000001,-inf,inf,0,0.00012762032295328426,1.5563454018693202e-05,0.0,0.0,0.00012762032295328426,1.5563454018693202e-05,5094.317014570544,380.0,2.58,0.0,99365.21171465964
6,AT0 1,DE0 2,Al/St 240/40 4-bundle 380.0,8.229746483505593,1.0036276199397065,0.0,0.0021704400032161683,6568.975892785724,0.0,True,6568.975892785726,26568.975892785726,,0.7,5449.005653162558,True,0,inf,129.41514046590956,AC,1.0,3.8684210526315796,-inf,inf,0,5.699270417940162e-05,6.950329777975807e-06,0.0,0.0,5.699270417940162e-05,6.950329777975807e-06,6568.985240612559,380.0,2.58,0.0,57219.7913867939
60,DE0 2,DE0 6,Al/St 240/40 4-bundle 380.0,14.35327905613425,1.7503998848944207,0.0,0.0016824026301388829,4379.31726185715,0.0,True,4379.31726185715,24379.317261857148,,0.7,6335.8220464336755,True,0,inf,150.47297256109934,AC,1.0,2.578947368421053,-inf,inf,0,9.939943944691309e-05,1.2121882859379644e-05,0.0,0.0,9.939943944691309e-05,1.2121882859379644e-05,4379.322965876133,380.0,2.58,0.0,66530.33075032604
61,DE0 3,DE0 5,Al/St 240/40 4-bundle 380.0,9.566442864448375,1.1666393737132166,0.0,0.003995955080686782,8267.078504526253,0.0,True,8267.078504526253,28267.078504526253,,0.7,7972.7969725010025,True,0,inf,189.32305626047815,AC,1.0,4.86842105263158,-inf,inf,0,6.624960432443473e-05,8.079220039565212e-06,0.0,0.0,6.624960432443473e-05,8.079220039565212e-06,8267.082766001182,380.0,2.58,0.0,83707.56114728657
